name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"New York City, New York",2023-03-24,57,44.1,49.5,57,39,48.4,32.1,51.7,0,0,0,,0,0,43.6,9.1,292,1014.3,36.4,9.9,119.4,10.4,5,10,2023-03-24T06:53:05,2023-03-24T19:12:16,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-03-25,47.1,43,44.1,42.4,34.2,37.2,36.3,76,0.01,100,33.33,rain,0,0,31.8,21.2,51.5,1013.8,78.7,8.5,16.2,1.4,1,10,2023-03-25T06:51:25,2023-03-25T19:13:20,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-03-26,62.9,44,52.5,62.9,39,51.3,31.8,52.7,0,0,0,,0,0,28.4,14.7,268.6,1011.6,25.7,8.4,255.3,21.8,9,10,2023-03-26T06:49:46,2023-03-26T19:14:23,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-03-27,57.8,44.9,50.6,57.8,38.3,49,30.3,48.8,0.017,100,16.67,rain,0,0,19.5,14.6,58.8,1016.3,41.2,9.9,173.8,15.1,8,10,2023-03-27T06:48:06,2023-03-27T19:15:26,0.19,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-03-28,52,43.9,47.2,52,38.6,45.5,33.3,61.3,0,0,0,,0,0,44.2,10.1,1.3,1018.2,85,9.9,116.2,10,5,10,2023-03-28T06:46:27,2023-03-28T19:16:29,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-03-29,55.1,42,46.7,55.1,37.6,44,24.8,44,0,0,0,,0,0,36.4,10.4,256.4,1020,1.9,9.9,252.5,21.9,9,10,2023-03-29T06:44:48,2023-03-29T19:17:32,0.26,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-03-30,48.6,33,41.1,47.7,27.4,37.5,17.2,40.5,0.001,100,4.17,rain,0,0,50.6,10.4,280,1024.7,14.4,9.9,267.1,22.9,9,10,2023-03-30T06:43:09,2023-03-30T19:18:35,0.29,Rain,Clear conditions throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-03-31,55,38.9,45.9,55,34.1,43.4,31,56.6,0,0,0,,0,0,35.6,12.5,210.5,1023.4,62.5,9.9,139.1,12,6,10,2023-03-31T06:41:30,2023-03-31T19:19:38,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-04-01,68.1,54.2,59.2,68.1,54.2,59.2,49.4,71.6,0.022,100,25,rain,0,0,38,15.8,263.6,1000.9,78,9.8,120.3,10.2,7,10,2023-04-01T06:39:52,2023-04-01T19:20:41,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-02,53.8,42,48.4,53.8,38.5,47.3,21,36.8,0.001,100,4.17,rain,0,0,47.3,10.3,293.8,1011.5,27.2,9.9,275.2,24,9,10,2023-04-02T06:38:14,2023-04-02T19:21:44,0.39,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-03,57,39.8,48.4,57,34.7,46.2,28.9,47.5,0,0,0,,0,0,37.7,13.5,161,1019.7,0.6,9.8,253,21.9,9,10,2023-04-03T06:36:36,2023-04-03T19:22:47,0.42,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-04,69.3,47.9,58.7,69.3,44.3,58.2,48.5,69.8,0,0,0,,0,0,36.7,7.8,25.2,1017,22.4,9.8,234.5,20.1,8,10,2023-04-04T06:34:58,2023-04-04T19:23:50,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-05,55.3,46.5,50.8,55.3,42.5,49.3,48.5,91.8,0,0,0,,0,0,24.8,18.2,43.3,1022.8,91.8,5.8,42.6,3.6,1,10,2023-04-05T06:33:21,2023-04-05T19:24:53,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-04-06,76,46.1,58,76,41.8,57.2,49.1,74.8,0,0,0,,0,0,47.2,8.7,1.6,1019.9,78.7,5.7,143.4,12.5,6,10,2023-04-06T06:31:44,2023-04-06T19:25:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-04-07,60.8,46.1,54,60.8,44.8,53.9,23.8,31.7,0,0,0,,0,0,40.2,11.5,300.4,1026.5,36.8,9.9,89.8,7.7,3,10,2023-04-07T06:30:08,2023-04-07T19:26:58,0.55,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-08,52.1,38.3,45.4,52.1,32.5,43.1,20.1,36.7,0,0,0,,0,0,24.2,13.9,320.6,1031.8,15.3,9.9,228.1,19.8,8,10,2023-04-08T06:28:32,2023-04-08T19:28:01,0.59,Clear,Clear conditions throughout the day.,clear-day,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-09,55,42.1,47.2,55,38.9,45.5,27.9,47.7,0,0,0,,0,0,25.3,14.9,102.8,1032.5,6.4,9.9,279.4,24.1,9,10,2023-04-09T06:26:56,2023-04-09T19:29:04,0.62,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-10,64.2,42.2,52.4,64.2,37.9,51,32.6,49.7,0,0,0,,0,0,43.6,10.4,228,1030.2,0.5,9.9,277.4,23.8,9,10,2023-04-10T06:25:21,2023-04-10T19:30:07,0.66,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-11,71.2,48.2,60.6,71.2,47.2,60.4,30.4,34.3,0,0,0,,0,0,28.9,16.9,262,1020.2,1.2,9.9,237.3,20.5,9,10,2023-04-11T06:23:47,2023-04-11T19:31:10,0.7,Clear,Clear conditions throughout the day.,clear-day,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-12,83.4,63.1,72.6,80.7,63.1,72.1,36.1,27,0,0,0,,0,0,33.3,11.6,274.3,1010.7,2.8,9.9,256.6,22.3,9,10,2023-04-12T06:22:13,2023-04-12T19:32:12,0.73,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-13,84.2,67.4,76.3,81.7,67.4,75.6,42.9,30.8,0,0,0,,0,0,35.6,11.5,262.4,1010.6,0.1,9.9,279.3,24.2,9,10,2023-04-13T06:20:39,2023-04-13T19:33:15,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-14,89.5,62.8,77.8,85.8,62.8,76.7,43.4,30.7,0,0,0,,0,0,16.1,15,201.6,1010.8,16.4,9.9,269.5,23.4,9,10,2023-04-14T06:19:07,2023-04-14T19:34:18,0.8,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-15,74.5,59.2,66.7,74.5,59.2,66.7,56.7,72.2,0.001,100,4.17,rain,0,0,13.9,10.7,89.1,1012,68.4,9.5,168.4,14.5,8,10,2023-04-15T06:17:34,2023-04-15T19:35:21,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-04-16,69.1,55.6,61.8,69.1,55.6,61.8,55.3,80.3,0,0,0,,0,0,37.8,10.3,45.4,1010.1,77.3,7.6,193.9,16.8,7,10,2023-04-16T06:16:03,2023-04-16T19:36:24,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-04-17,65.9,53.6,58.2,65.9,53.6,58.2,46.8,71.9,0,0,0,,0,0,27.7,18,296.7,1003.3,83.7,8,123,10.7,8,10,2023-04-17T06:14:32,2023-04-17T19:37:27,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-18,57.5,47.3,52.4,57.5,42.1,51.8,29.4,41.3,0,0,0,,0,0,32,18.3,270.7,1007.6,48.6,9.9,125.8,11,5,10,2023-04-18T06:13:02,2023-04-18T19:38:30,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-04-19,64.1,46.1,52.4,64.1,41.8,50.6,29.4,42.2,0,0,0,,0,0,24.2,13.3,286.7,1016.7,50.3,9.9,241.5,21,9,10,2023-04-19T06:11:33,2023-04-19T19:39:33,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-04-20,63.3,47.7,54.2,63.3,43.8,53.2,36.3,51.9,0,0,0,,0,0,11.4,11.2,63.8,1022.3,18.3,9.9,247.6,21.3,9,10,2023-04-20T06:10:05,2023-04-20T19:40:36,0,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-04-21,68,51.2,58.6,68,51.2,58.6,45.4,62.6,0,0,0,,0,0,20.8,12.5,75.7,1018.6,34,9.8,270,23.5,9,10,2023-04-21T06:08:37,2023-04-21T19:41:39,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-04-22,67.7,52,58.4,67.7,52,58.4,52,80.3,0.024,100,12.5,rain,0,0,26.4,13.8,60.8,1014.1,71.3,9.4,220.5,19.1,8,10,2023-04-22T06:07:11,2023-04-22T19:42:41,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-04-23,66.9,53.7,58.8,66.9,53.7,58.8,48,71.7,1.397,100,50,rain,0,0,34.4,14.7,1.7,1011,85.5,7.4,179.4,15.5,10,10,2023-04-23T06:05:45,2023-04-23T19:43:44,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-24,62,46.1,53.8,62,43.7,53.3,33.9,48.8,0,0,0,,0,0,17.2,9,291.1,1017.4,35,9.9,248.2,21.6,10,10,2023-04-24T06:04:20,2023-04-24T19:44:47,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-25,58.8,47.8,53.7,58.8,45.3,53.3,34.5,48.7,0,0,0,,0,0,39.1,8,282.8,1021.3,55.2,9.9,179.5,15.4,8,10,2023-04-25T06:02:57,2023-04-25T19:45:50,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-26,57.7,49.8,53.6,57.7,46.3,53.2,39,58.6,0,0,0,,0,0,33.3,9.1,103.2,1023.6,55.9,9.9,206.3,17.8,8,10,2023-04-26T06:01:34,2023-04-26T19:46:53,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-27,56.9,51.2,53.4,56.9,51.2,53.4,44.7,72.7,0,0,0,,0,0,40.3,8,128.8,1023.2,79,9.9,80.4,7.1,4,10,2023-04-27T06:00:12,2023-04-27T19:47:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-04-28,55.1,48.7,51.9,55.1,42.9,51,42.6,71.9,0.01,100,12.5,rain,0,0,24.2,16.7,57.1,1021.1,50.1,9.8,77.1,6.5,3,10,2023-04-28T05:58:51,2023-04-28T19:48:58,0.27,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-04-29,53.1,47.9,50.4,53.1,41.5,47.8,48.8,94.6,1.536,100,100,rain,0,0,32.2,17,57.3,1012.5,100,3.4,38,3.4,2,10,2023-04-29T05:57:32,2023-04-29T19:50:01,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-04-30,60.7,50,54.3,60.7,45.3,53.9,53,95.4,2.399,100,50,rain,0,0,30,13.6,64.2,999.5,100,2.6,42.8,3.6,2,10,2023-04-30T05:56:13,2023-04-30T19:51:03,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-01,61,50,56.3,61,44.5,56,41.7,60.6,0.015,100,16.67,rain,0,0,35.6,17.3,256.5,992.3,72.4,9.2,204.7,17.8,7,10,2023-05-01T05:54:56,2023-05-01T19:52:06,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-05-02,56.9,47.9,52.1,56.9,43.1,51.4,39.9,63.8,0.013,100,16.67,rain,0,0,51.2,18.2,254.8,996.3,71.8,9.9,135.1,11.8,6,10,2023-05-02T05:53:40,2023-05-02T19:53:08,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-05-03,57.7,47.9,51.8,57.7,43.8,50.8,38.3,60.8,0,0,0,,0,0,17.3,10.1,255.2,999.7,72.4,9.9,131.2,11.4,4,10,2023-05-03T05:52:25,2023-05-03T19:54:10,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-05-04,55.1,48.8,51.3,55.1,45.9,50.5,43.9,75.9,0.004,100,16.67,rain,0,0,44.7,16.5,33.2,1010.9,95.6,9.9,89.3,7.9,5,10,2023-05-04T05:51:11,2023-05-04T19:55:12,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-05,63,51,55.4,63,51,55.4,44.8,69,0,0,0,,0,0,40.3,13.3,80.3,1022,56.6,9.8,201.6,17.2,9,10,2023-05-05T05:49:59,2023-05-05T19:56:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-05-06,73.1,51,60.5,73.1,51,60.5,43.9,58.2,0,0,0,,0,0,31.1,11,259.9,1023.1,24.6,9.9,299.3,25.9,10,10,2023-05-06T05:48:48,2023-05-06T19:57:15,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-05-07,76.9,55.2,65.6,76.9,55.2,65.6,44.3,47.3,0.002,100,8.33,rain,0,0,58.6,10.3,236.5,1015.6,16.7,9.9,278.9,23.9,9,10,2023-05-07T05:47:38,2023-05-07T19:58:16,0.57,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-05-08,78.9,59,68.4,78.9,59,68.4,46.8,49.9,0,0,0,,0,0,27.7,10.1,300.9,1008.6,26,9.9,295.3,25.6,9,10,2023-05-08T05:46:30,2023-05-08T19:59:17,0.61,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-05-09,66.9,56,61.7,66.9,56,61.7,36,39.2,0,0,0,,0,0,40.6,13.3,71.9,1014.6,5.8,9.9,232.6,20,10,10,2023-05-09T05:45:23,2023-05-09T20:00:18,0.64,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-05-10,71.9,53,61.2,71.9,53,61.2,42.7,52.5,0,0,0,,0,0,53.9,10,230.7,1020.6,0.6,9.9,302.5,26.1,9,10,2023-05-10T05:44:17,2023-05-10T20:01:18,0.68,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-05-11,79.2,56.2,68,79.2,56.2,68,42.1,40.5,0,0,0,,0,0,48.7,10.3,250.3,1019.2,1,9.9,290,25,9,10,2023-05-11T05:43:13,2023-05-11T20:02:18,0.71,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-12,83.9,60.5,73.6,81.8,60.5,73,48.3,43,0,0,0,,0,0,53.3,12.5,253.5,1017.6,11.7,9.9,284.4,24.6,10,10,2023-05-12T05:42:11,2023-05-12T20:03:18,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-13,79.1,68.2,73.5,79.1,68.2,73.5,49.6,44.5,0,0,0,,0,0,43.6,7,254.5,1016,4,9.9,174.6,14.8,7,10,2023-05-13T05:41:10,2023-05-13T20:04:17,0.78,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-05-14,75.6,61,67.4,75.6,61,67.4,36.4,32.4,0,0,0,,0,0,40.3,14.2,46.8,1021.4,1.2,9.9,317.9,27.5,10,10,2023-05-14T05:40:10,2023-05-14T20:05:15,0.82,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-05-15,73.2,55.9,64.6,73.2,55.9,64.6,36.1,35.6,0,0,0,,0,0,48.3,14.5,267.7,1021.9,0.8,9.9,300.1,26,9,10,2023-05-15T05:39:13,2023-05-15T20:06:14,0.86,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-16,78.1,57.1,68.4,78.1,57.1,68.4,43,42.5,0,0,0,,0,0,48.5,16.9,260.1,1007.4,1.1,9.9,282,24.4,10,10,2023-05-16T05:38:16,2023-05-16T20:07:12,0.89,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-17,69.3,55,62.3,69.3,55,62.3,35.5,39.5,0,0,0,,0,0,42.3,12.6,1,1008,10.3,9.9,314.5,27.1,10,10,2023-05-17T05:37:22,2023-05-17T20:08:09,0.93,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-18,60.1,48.6,54.5,60.1,43.8,53.5,33.7,46.9,0,0,0,,0,0,35.3,14.7,94.2,1025.8,0.4,9.9,312.7,27.1,10,10,2023-05-18T05:36:29,2023-05-18T20:09:05,0.96,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-19,67,53.9,59.9,67,53.9,59.9,47.3,63.8,0,0,0,,0,0,35.8,16.1,175.9,1027.1,9.3,9.8,287.3,24.8,9,10,2023-05-19T05:35:38,2023-05-19T20:10:01,0,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-20,65,57.6,61.1,65,57.6,61.1,58.4,91,0.885,100,37.5,rain,0,0,16.1,8.1,82.1,1017.4,90.9,4.4,63.2,5.3,2,10,2023-05-20T05:34:48,2023-05-20T20:10:57,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-21,71,56,64.7,71,56,64.7,50.2,60.9,0.018,100,8.33,rain,0,0,46,11.5,297.6,1014.1,51.9,9.5,204.1,17.6,8,10,2023-05-21T05:34:00,2023-05-21T20:11:52,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-05-22,74,59,65,74,59,65,50.3,59.8,0,0,0,,0,0,35.7,11.3,81.6,1021.5,0.9,9.9,263.8,22.8,9,10,2023-05-22T05:33:14,2023-05-22T20:12:46,0.1,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-23,67.7,56.9,60.5,67.7,56.9,60.5,47.3,63.1,0,0,0,,0,0,45.9,12.2,96.9,1026.7,28.1,9.9,277.2,24,9,10,2023-05-23T05:32:30,2023-05-23T20:13:39,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-24,75.8,55.9,63.1,75.8,55.9,63.1,43.7,50.3,0.004,100,8.33,rain,0,0,50.6,13.6,59.8,1018.4,21.2,9.9,264.1,22.8,8,10,2023-05-24T05:31:48,2023-05-24T20:14:31,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-25,69.9,52,60.8,69.9,52,60.8,40,47.9,0,0,0,,0,0,44.1,11.6,50.6,1020.2,13.2,9.9,326.6,28,10,10,2023-05-25T05:31:07,2023-05-25T20:15:23,0.19,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-26,74.7,56.7,64.8,74.7,56.7,64.8,39.7,41.4,0,0,0,,0,0,48.3,13.6,48,1024.6,3.7,9.9,324.2,27.9,10,10,2023-05-26T05:30:28,2023-05-26T20:16:13,0.23,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-27,77,60,66.9,77,60,66.9,42,41.6,0,0,0,,0,0,36.7,10,171,1025.9,1,9.9,312.8,27,9,10,2023-05-27T05:29:52,2023-05-27T20:17:03,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-28,76,59.1,67.1,76,59.1,67.1,44,44.4,0,0,0,,0,0,39.1,8.2,227,1020.7,1,9.9,312.1,27,10,10,2023-05-28T05:29:17,2023-05-28T20:17:52,0.29,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-29,76.9,61.1,67.8,76.9,61.1,67.8,49.7,53.6,0,0,0,,0,0,23.8,16.8,80.2,1017.2,0.8,9.9,305.1,26.6,9,10,2023-05-29T05:28:44,2023-05-29T20:18:39,0.32,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-05-30,69.2,56,62.2,69.2,56,62.2,47.3,59,0.037,100,4.17,rain,0,0,37.8,14.5,62.4,1022.9,1.5,9.7,307.6,26.7,9,10,2023-05-30T05:28:12,2023-05-30T20:19:26,0.36,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-05-31,73.2,55,63.6,73.2,55,63.6,51.3,66.3,0,0,0,,0,0,43.6,10.1,91.7,1022.6,1,9.6,316.9,27.5,10,10,2023-05-31T05:27:43,2023-05-31T20:20:12,0.39,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-01,82.3,61,69.6,82.1,61,69.6,56.1,64.4,0.009,100,4.17,rain,0,0,48.3,8,245.4,1019,0.3,9.7,308.4,26.6,9,10,2023-06-01T05:27:16,2023-06-01T20:20:56,0.42,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-06-02,86.1,63.2,73.3,85.6,63.2,73,57.3,60,0.011,100,4.17,rain,0,0,44.7,10.1,166.3,1013.1,8.1,9.5,287.3,24.9,10,10,2023-06-02T05:26:51,2023-06-02T20:21:39,0.45,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-06-03,70,57.8,65.8,70,57.8,65.8,55.2,68.7,0,0,0,,0,0,25.3,16.8,52.9,1015.2,82,9.8,91.1,7.9,3,10,2023-06-03T05:26:27,2023-06-03T20:22:21,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-04,69.9,53,60.8,69.9,53,60.8,45.4,58.2,0.009,100,4.17,rain,0,0,24.2,16.7,48.6,1016.8,79,9.9,186.8,16.2,7,10,2023-06-04T05:26:06,2023-06-04T20:23:02,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
